name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Rosati Piazza del Popolo,"Cafe, Italian",3.8,Good,20,€,80,4,Spagna,"Spagna, Roma",Roma,00187,99,41.9100837032,12.4761054665,0,0
PuroSud,"Cafe, Ice Cream, Desserts, Tavola Fredda, Tavola Calda",3.8,Good,13,€,15,1,Tiburtina,"Tiburtina, Roma",Roma,157,99,41.9093089685,12.5373852253,0,0
Vitti,"Cafe, Roman, Italian",3.8,Good,19,€,60,4,Spagna,"Spagna, Roma",Roma,00186,99,41.9037063958,12.4782042950,0,0
Barrique,"Pizza, Cafe, Grill, Italian",3.8,Good,11,€,50,4,Colosseo,"Colosseo, Roma",Roma,184,99,41.8936944444,12.4892250000,0,0
Recafé,"Cafe, Pizza, Neapolitan, Italian",3.8,Good,19,€,50,4,Spagna,"Spagna, Roma",Roma,00186,99,41.9056457555,12.4772236124,0,0
Canova Tadolini - Museo Atelier,"Cafe, Italian",3.8,Good,13,€,70,4,Spagna,"Spagna, Roma",Roma,00187,99,41.9077819275,12.4796134606,0,0
Mario Tornatora,"Cafe, Tavola Fredda",3.8,Good,11,€,10,1,Marconi,"Marconi, Roma",Roma,00146,99,41.8678890000,12.4664730000,0,0
Sciascia Caffè,"Cafe, Tavola Fredda",3.7,Good,9,€,15,1,Prati,"Prati, Roma",Roma,00192,99,41.9097333895,12.4618545547,0,0
Il Cornettone,"Cafe, Desserts",3.7,Good,20,€,10,1,Marconi,"Marconi, Roma",Roma,00146,99,41.8634944444,12.4642833333,0,0
Fermento,"Cafe, Italian",3.7,Good,14,€,50,4,Prati,"Prati, Roma",Roma,00193,99,41.9081337490,12.4681966379,0,0
Il Gianfornaio,"Cafeteria, Bakery, Pizza, Tavola Fredda",3.7,Good,14,€,10,1,Eur,"Eur, Roma",Roma,00144,99,41.8325111111,12.4628611111,0,0
Il Catanese,"Cafe, Desserts, Ice Cream, Sicilian, Tavola Calda",3.7,Good,8,€,15,1,Prati,"Prati, Roma",Roma,00193,99,41.9066960095,12.4701318517,0,0
Suggestum Caffé,"Pizza, Roman, Italian",3.7,Good,12,€,60,4,Veneto,"Veneto, Roma",Roma,187,99,41.9046833333,12.4883305556,0,0
AntiCafé,"Cafe, Desserts",3.7,Good,11,€,15,1,Re di Roma,"Re di Roma, Roma",Roma,00183,99,41.8844802924,12.5101695210,0,0
Mi Vida,"Cafe, Frozen Yogurt, Tavola Fredda, Tavola Calda",3.7,Good,10,€,15,1,San Paolo,"San Paolo, Roma",Roma,00145,99,41.8516722222,12.4784944444,0,0
Il Giglio,"Cafe, Tavola Fredda, Desserts",3.7,Good,11,€,10,1,Policlinico,"Policlinico, Roma",Roma,00161,99,41.9067388889,12.5171361111,0,0
Caffetteria Bistrot Chiostro del Bramante,"Cafe, Coffee and Tea, Italian",3.7,Good,7,€,20,2,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,00186,99,41.9000253929,12.4716654047,0,0
La Fenice,"Healthy Food, Italian",3.7,Good,8,€,60,4,Spagna,"Spagna, Roma",Roma,00187,99,41.9048829444,12.4859702960,0,0
Meeting Place,"Cafe, Tavola Calda, Tavola Fredda",3.6,Good,109,€,10,1,Bologna,"Bologna, Roma",Roma,00162,99,41.9137568908,12.5212104991,0,0
Caffè - La Feltrinelli,"Cafe, Tavola Fredda",3.6,Good,5,€,15,1,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,186,99,41.8961585018,12.4765899405,0,0
Grif Cafè,"Cafe, Tavola Fredda, Tavola Calda",3.6,Good,10,€,15,1,Prati,"Prati, Roma",Roma,00192,99,41.9088810513,12.4664733186,0,0
Giselda,"Cafe, Pizza, Desserts, Bakery, Tavola Calda",3.6,Good,11,€,15,1,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8867419734,12.4719634652,0,0
Industrial Eat,"Cafe, Burger, Seafood, Pizza, Italian",3.6,Good,14,€,50,4,Salario,"Salario, Roma",Roma,198,99,41.9110542916,12.5019344687,0,0
Baccanale,"Cafe, Roman, Healthy Food, Italian",3.6,Good,11,€,50,4,Campo de' Fiori,"Campo de' Fiori, Roma",Roma,00186,99,41.8958395570,12.4721364677,0,0
Coffee Bean,"Cafe, Tavola Fredda",3.6,Good,9,€,15,1,San Paolo,"San Paolo, Roma",Roma,00146,99,41.8541520000,12.4770750000,0,0
Sapori e Parole,"Cafe, Pizza, Italian, Desserts",3.6,Good,9,€,30,3,Re di Roma,"Re di Roma, Roma",Roma,00181,99,41.8812727165,12.5151352957,0,0
L'Angolo Russo,"Cafe, Tavola Fredda",3.6,Good,10,€,10,1,Monte Sacro,"Monte Sacro, Roma",Roma,00141,99,41.9355444444,12.5344444444,0,0
Pizza Zizza,"Pizza, Cafe, Tavola Fredda, Tavola Calda",3.6,Good,8,€,15,1,Trastevere,"Trastevere, Roma",Roma,00165,99,41.8997777778,12.4563500000,0,0
Gruè MF,"Cafe, Desserts, Tavola Fredda, Tavola Calda",3.6,Good,8,€,15,1,Quartiere Trieste,"Quartiere Trieste, Roma",Roma,00198,99,41.9174363536,12.5012407824,0,0
Danieli,"Cafe, Desserts",3.6,Good,6,€,10,1,Quartiere Trieste,"Quartiere Trieste, Roma",Roma,00198,99,41.9135899777,12.5060771406,0,0
Stendal,"Cafe, Tavola Calda, Tavola Fredda",3.6,Good,7,€,15,1,Bologna,"Bologna, Roma",Roma,00162,99,41.9093138889,12.5215777778,0,0
Caffè Trombetta,"Cafe, Tavola Fredda",3.6,Good,8,€,10,1,Castro Pretorio,"Castro Pretorio, Roma",Roma,00185,99,41.9019641158,12.5031676143,0,0
Luma Bistrot,"Roman, Italian",3.6,Good,11,€,50,4,Prati,"Prati, Roma",Roma,00192,99,41.9099315016,12.4569886923,0,0
Enzo Bar,"Cafe, Tavola Fredda",3.6,Good,7,€,10,1,Ghetto,"Ghetto, Roma",Roma,00186,99,41.8937978237,12.4780721962,0,0
I Dolci di Checco er Carettiere,"Cafe, Desserts, Ice Cream, Tavola Fredda",3.6,Good,6,€,10,1,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8915548616,12.4695819989,0,0
Ciampini,"Cafe, Tavola Fredda, Tavola Calda, Italian",3.5,Good,10,€,50,4,Prati,"Prati, Roma",Roma,00192,99,41.9085851257,12.4667764083,0,0
Il Piccolo Diavolo,"Cafe, Tavola Fredda",3.5,Good,9,€,20,2,Prati,"Prati, Roma",Roma,00192,99,41.9088496124,12.4678345397,0,0
DeRiva Aniene,"Cafe, Finger Food",3.5,Good,12,€,30,3,Monte Sacro,"Monte Sacro, Roma",Roma,00141,99,41.9351890000,12.5322380000,0,0
Pepy's Bar,"Cafe, Tavola Fredda, Tavola Calda, Italian",3.5,Good,8,€,30,3,Veneto,"Veneto, Roma",Roma,187,99,41.9034361111,12.4881444444,0,0
Creo,"Cafe, Italian",3.5,Good,10,€,20,2,Salario,"Salario, Roma",Roma,00198,99,41.9117305556,12.4980444444,0,0
Merulana Cafè,"Cafe, Grill, Italian",3.5,Good,9,€,40,3,San Giovanni,"San Giovanni, Roma",Roma,00185,99,41.8875636569,12.5045150891,0,0
Desideri...e Caffè,"Cafe, Desserts, Tavola Fredda, Tavola Calda",3.5,Good,6,€,15,1,San Paolo,"San Paolo, Roma",Roma,00145,99,41.8561970000,12.4786080000,0,0
Il Barocco,"Cafe, Pizza, Italian",3.5,Good,12,€,50,4,Monti,"Monti, Roma",Roma,184,99,41.9013721989,12.4935552478,0,0
La Ciambella,"Cafe, Pizza, Italian",3.5,Good,9,€,25,2,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,186,99,41.8970027778,12.4769722222,0,0
Ris Café,"Burger, Italian",3.5,Good,11,€,30,3,Prati,"Prati, Roma",Roma,00192,99,41.9066453562,12.4572770298,0,0
Magnolia,"Cafe, Pizza, Tavola Fredda, Italian",3.5,Good,5,€,60,4,Campo de' Fiori,"Campo de' Fiori, Roma",Roma,00186,99,41.8952106472,12.4724080414,0,0
Giolitti - Casina dei Tre Laghi,"Cafe, Ice Cream, Italian, Desserts",3.5,Good,6,€,40,3,Eur,"Eur, Roma",Roma,00144,99,41.8285690000,12.4629490000,0,0
Tribeca Cafè,"Cafe, Tavola Calda, Italian",3.5,Good,8,€,15,1,Salario,"Salario, Roma",Roma,198,99,41.9111271475,12.5023917854,0,0
Napoleoni,"Cafe, Home-made, Desserts",3.5,Good,6,€,15,1,Appio Latino,"Appio Latino, Roma",Roma,00179,99,41.8701555556,12.5288000000,0,0
La Casa del Cremolato,"Cafe, Ice Cream",3.5,Good,7,€,8,1,Quartiere Africano,"Quartiere Africano, Roma",Roma,00199,99,41.9282439852,12.5092421472,0,0
Al Biscione,"Cafe, Tavola Fredda, Italian",3.5,Good,7,€,20,2,Campo de' Fiori,"Campo de' Fiori, Roma",Roma,00186,99,41.8956004722,12.4730360135,0,0
Caffè Delle Arti - Galleria Nazionale d'Arte Moderna,"Cafe, Italian",3.5,Good,7,€,50,4,Parioli,"Parioli, Roma",Roma,00197,99,41.9175944444,12.4815055556,0,0
The Yellow,"Cafe, Burger, Tavola Fredda",3.5,Good,4,€,50,4,Castro Pretorio,"Castro Pretorio, Roma",Roma,00185,99,41.9049236179,12.5044198707,0,0
Circus Art Music Drink & Food,"Cafe, Tavola Fredda",3.5,Good,5,€,20,2,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,00186,99,41.8998750000,12.4700416667,0,0
Bar Romoli,"Cafe, Tavola Fredda, Desserts, Ice Cream",3.4,Average,23,€,10,1,Quartiere Africano,"Quartiere Africano, Roma",Roma,00199,99,41.9284612467,12.5160586461,0,0
Bar Monti,"Cafe, Tavola Fredda",3.4,Average,7,€,10,1,Monti,"Monti, Roma",Roma,00184,99,41.8957971308,12.4935924634,0,0
Tazza D'oro,"Cafe, Tavola Fredda",3.4,Average,6,€,10,1,Monti,"Monti, Roma",Roma,00184,99,41.8998222222,12.4955888889,0,0
Le Voilà - La Sapienza,"Cafe, Pizza, Tavola Fredda, Tavola Calda",3.4,Average,6,€,10,1,Policlinico,"Policlinico, Roma",Roma,00185,99,41.9013441000,12.5169426000,0,0
Saporiti,"Cafe, Desserts",3.4,Average,6,€,15,1,Pietralata,"Pietralata, Roma",Roma,00141,99,41.9328388889,12.5360361111,0,0
Shout Sisters,"Cafe, Panini",3.4,Average,10,€,20,2,San Paolo,"San Paolo, Roma",Roma,00146,99,41.8539870000,12.4754610000,0,0
D'Antoni & D'Antoni,"Cafe, Desserts, Tavola Fredda, Tavola Calda, Italian",3.4,Average,9,€,15,1,Centocelle,"Centocelle, Roma",Roma,177,99,41.8977170156,12.5648124889,0,0
Cafè Cafè,"Home-made, Healthy Food, Cafe, Pizza, Italian",3.4,Average,10,€,30,3,Colosseo,"Colosseo, Roma",Roma,00184,99,41.8895250000,12.4943361111,0,0
Roxy Bar,"Cafe, Tavola Fredda",3.4,Average,6,€,10,1,Parioli,"Parioli, Roma",Roma,00197,99,41.9223419740,12.4807078019,0,0
Obladì Obladà,"Cafe, Italian",3.4,Average,4,€,40,3,Prati,"Prati, Roma",Roma,00193,99,41.9073597392,12.4692095071,0,0
C'era una volta... Il Caffè,"Cafe, Tavola Fredda",3.4,Average,7,€,10,1,Tiburtina,"Tiburtina, Roma",Roma,159,99,41.9085529380,12.5375407934,0,0
Bar Amore,"Cafe, Tavola Fredda",3.4,Average,4,€,10,1,Ghetto,"Ghetto, Roma",Roma,00186,99,41.8947861111,12.4771694444,0,0
Caffè Sicilia,"Cafe, Sicilian, Tavola Fredda, Tavola Calda",3.4,Average,10,€,60,4,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8911702532,12.4667656794,0,0
Bar Gelateria Duse,"Cafe, Ice Cream",3.4,Average,6,€,10,1,Pinciano,"Pinciano, Roma",Roma,00198,99,41.9276722222,12.4920000000,0,0
Bar Marani,"Cafe, Tavola Fredda",3.4,Average,5,€,10,1,San Lorenzo,"San Lorenzo, Roma",Roma,00185,99,41.8969777778,12.5133694444,0,0
Grazia & Graziella,"Pizza, Roman, Italian",4.8,Excellent,156,€,40,3,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8896565059,12.4692195654,0,0
Spaghetteria Pizzeria L'Archetto,"Pizza, Italian",4.6,Excellent,110,€,50,4,Fontana di Trevi,"Fontana di Trevi, Roma",Roma,00187,99,41.8993458652,12.4829316884,0,0
Ginger,"Healthy Food, Cafe, Italian",4.6,Excellent,74,€,60,4,Spagna,"Spagna, Roma",Roma,187,99,41.9044638889,12.4794750000,0,0
Roscioli,"Roman, Italian",4.5,Excellent,63,€,70,4,Campo de' Fiori,"Campo de' Fiori, Roma",Roma,00186,99,41.8942637769,12.4742413312,0,0
Da Enzo al 29,"Roman, Italian",4.5,Excellent,51,€,50,4,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8881457179,12.4777526781,0,0
Hard Rock Cafe,"Burger, American",4.4,Very Good,68,€,60,4,Veneto,"Veneto, Roma",Roma,00187,99,41.9061777778,12.4898333333,0,0
Dolce,"Cafe, Burger, Desserts, Italian",4.4,Very Good,76,€,50,4,Quartiere Africano,"Quartiere Africano, Roma",Roma,00199,99,41.9304410000,12.5196370000,0,0
Kilo - Funny Burger,"Burger, Grill, Italian",4.4,Very Good,82,€,50,4,Salario,"Salario, Roma",Roma,00198,99,41.9183230000,12.4985730000,0,0
Vecchia Roma,"Roman, Italian",4.4,Very Good,54,€,50,4,Esquilino - Termini,"Esquilino - Termini, Roma",Roma,00185,99,41.8936472222,12.5023611111,0,0
Bir & Fud,"Pizza, Burger, Italian",4.4,Very Good,74,€,50,4,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8917510335,12.4689208344,0,0
Tre Scalini,"Roman, Ice Cream, Cafe, Italian",4.4,Very Good,25,€,70,4,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,00186,99,41.8993608383,12.4728965387,0,0
Sushisen,"Sushi, Japanese, Asian",4.4,Very Good,36,€,50,4,Testaccio,"Testaccio, Roma",Roma,00154,99,41.8750527778,12.4792972222,0,0
Ivo a Trastevere,"Pizza, Roman, Italian",4.4,Very Good,52,€,50,4,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8881235039,12.4711081758,0,0
Temakinho,"Fusion, Sushi, Japanese, Brazilian",4.4,Very Good,24,€,70,4,Borgo,"Borgo, Roma",Roma,00193,99,41.9050700000,12.4597590000,0,0
Porto Fluviale,"Pizza, Roman, Grill, Mediterranean",4.3,Very Good,117,€,50,4,Ostiense,"Ostiense, Roma",Roma,00154,99,41.8727140000,12.4779380000,0,0
Momart,"Pizza, Burger, Italian",4.3,Very Good,178,€,50,4,Bologna,"Bologna, Roma",Roma,00162,99,41.9197277778,12.5197888889,0,0
Fatto in Casa,"Roman, Grill, Italian",4.3,Very Good,59,€,60,4,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,00186,99,41.8986356350,12.4699052051,0,0
Mò Mò Republic,"Pizza, Italian",4.3,Very Good,103,€,60,4,Gianicolense,"Gianicolense, Roma",Roma,00151,99,41.8672833333,12.4500888889,0,0
Porto,"Seafood, Fish and Chips, Modern European",4.3,Very Good,75,€,50,4,Prati,"Prati, Roma",Roma,00193,99,41.9057527778,12.4633527778,0,0
Temakinho,"Fusion, Sushi, Japanese, Brazilian",4.3,Very Good,46,€,70,4,Monti,"Monti, Roma",Roma,00184,99,41.8955243542,12.4905313924,0,0
Maharajah,Indian,4.3,Very Good,57,€,60,4,Monti,"Monti, Roma",Roma,00184,99,41.8960931157,12.4903000519,0,0
We Food - Eat Love Drink,"Steak, BBQ, Burger",4.3,Very Good,22,€,40,3,Policlinico,"Policlinico, Roma",Roma,00162,99,41.9089100000,12.5225120000,0,0
Cul de Sac,Italian,4.3,Very Good,45,€,40,3,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,00186,99,41.8978056089,12.4721585959,0,0
Nonna Betta,"Jewish, Roman, Italian, Middle Eastern",4.3,Very Good,38,€,60,4,Ghetto,"Ghetto, Roma",Roma,00186,99,41.8927835464,12.4780322984,0,0
That's Amore,"Pizza, Roman, Seafood, Italian",4.4,Very Good,37,€,70,4,Fontana di Trevi,"Fontana di Trevi, Roma",Roma,187,99,41.9020833333,12.4857805556,0,0
La Prosciutteria,Tavola Fredda,4.3,Very Good,38,€,40,3,Fontana di Trevi,"Fontana di Trevi, Roma",Roma,00187,99,41.9018852604,12.4844820052,0,0
Il Guru,Indian,4.3,Very Good,48,€,50,4,Monti,"Monti, Roma",Roma,00184,99,41.8961008522,12.4905193225,0,0
Roma Sparita,"Roman, Pizza, Italian",4.3,Very Good,38,€,60,4,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8873529954,12.4769771844,0,0
100 Montaditos,"Burger, Tapas, Spanish",4.2,Very Good,143,€,25,2,Policlinico,"Policlinico, Roma",Roma,00185,99,41.8990750000,12.5154444444,0,0
Stazione 38,"Cafe, Roman, Italian",4.2,Very Good,38,€,50,4,Marconi,"Marconi, Roma",Roma,00146,99,41.8698360000,12.4668170000,0,0
T Bar,"Roman, Pizza, Burger, Italian",4.2,Very Good,79,€,30,3,Ostiense,"Ostiense, Roma",Roma,00154,99,41.8628970000,12.4784160000,0,0
Necci,"Cafe, Italian, Desserts",4.2,Very Good,56,€,50,4,Pigneto,"Pigneto, Roma",Roma,00176,99,41.8892694444,12.5303694444,0,0
L'Antica Birreria Peroni,"Burger, German, Roman, Italian",4.2,Very Good,46,€,60,4,Fontana di Trevi,"Fontana di Trevi, Roma",Roma,00187,99,41.8987461878,12.4825078994,0,0
Meat & Lobster,"Seafood, Burger, Steak",4.2,Very Good,28,€,60,4,San Lorenzo,"San Lorenzo, Roma",Roma,00185,99,41.8985060000,12.5182170000,0,0
La Montecarlo,"Pizza, Roman, Italian",4.2,Very Good,49,€,50,4,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,00186,99,41.8976384045,12.4706850573,0,0
Oishi,"Sushi, Chinese, Japanese, Asian",4.2,Very Good,37,€,50,4,Ostiense,"Ostiense, Roma",Roma,00154,99,41.8715544014,12.4791735783,0,0
Velavevodetto ai Quiriti,"Grill, Roman, Italian",4.2,Very Good,26,€,50,4,Prati,"Prati, Roma",Roma,00192,99,41.9090222222,12.4641277778,0,0
Cajo & Gajo,"Roman, Italian",4.2,Very Good,28,€,50,4,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8888278607,12.4707829580,0,0
Ippokrates,Greek,4.2,Very Good,27,€,40,3,Veneto,"Veneto, Roma",Roma,00187,99,41.9089361111,12.4985333333,0,0
Sakana Sushi,"Sushi, Japanese, Asian",4.2,Very Good,26,€,60,4,Ostiense,"Ostiense, Roma",Roma,00154,99,41.8718754646,12.4790552258,0,0
La Taverna dei Fori Imperiali,"Roman, Italian",4.2,Very Good,18,€,50,4,Monti,"Monti, Roma",Roma,00184,99,41.8939999784,12.4885442108,0,0
Carlo Menta,"Roman, Pizza, Seafood, Italian",4.1,Very Good,94,€,50,4,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8896694846,12.4729545414,0,0
Maranega,"Cafe, Pizza, Roman, Italian",4.1,Very Good,27,€,50,4,Campo de' Fiori,"Campo de' Fiori, Roma",Roma,00186,99,41.8955308429,12.4726142362,0,0
Hamburgheria di Eataly,"Burger, Italian",4.1,Very Good,34,€,40,3,Veneto,"Veneto, Roma",Roma,00187,99,41.9046055556,12.4884750000,0,0
J. Percorsi Burger & Cocktails,Burger,4.1,Very Good,18,€,60,4,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8890916806,12.4757939950,0,0
Prati Urbani,"Home-made, Italian",4.1,Very Good,27,€,40,3,Prati,"Prati, Roma",Roma,00193,99,41.9062611111,12.4715972222,0,0
Taverna Trilussa,"Roman, Italian",4.1,Very Good,42,€,80,4,Trastevere,"Trastevere, Roma",Roma,00153,99,41.8907050000,12.4711780000,0,0
Caffè Propaganda,"Cafe, Seafood, Roman, Italian",4.1,Very Good,39,€,50,4,Colosseo,"Colosseo, Roma",Roma,00184,99,41.8884555556,12.4940694444,0,0
Il Margutta Vegetarian Food & Art,"Healthy Food, Modern European, Italian",4.1,Very Good,34,€,60,4,Spagna,"Spagna, Roma",Roma,00187,99,41.9095030897,12.4782079831,0,0
Docks & Co,"Burger, Grill, Tex-Mex, American",4.1,Very Good,31,€,50,4,Quartiere Trieste,"Quartiere Trieste, Roma",Roma,00199,99,41.9238220000,12.5109680000,0,0
Alla Rampa,"Seafood, Roman, Italian",4.1,Very Good,22,€,60,4,Spagna,"Spagna, Roma",Roma,00187,99,41.9054007187,12.4835029989,0,0
Coffee Pot,"Sushi, Tapas, Japanese, Mexican",4.1,Very Good,21,€,60,4,Bologna,"Bologna, Roma",Roma,00162,99,41.9138944444,12.5222666667,0,0
Ali Baba,"Arabian, Middle Eastern",4.1,Very Good,32,€,40,3,Tuscolano,"Tuscolano, Roma",Roma,00178,99,41.8677080079,12.5368779525,0,0
Armando al Pantheon,"Roman, Italian",4.1,Very Good,28,€,60,4,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,00186,99,41.8989972222,12.4762055556,0,0
Est Artigiani del Gusto,"Seafood, Roman, Modern European",4.1,Very Good,18,€,60,4,Navona - Pantheon,"Navona - Pantheon, Roma",Roma,00186,99,41.8975570482,12.4713747203,0,0
Eataly,"Pizza, Burger, Steak, Desserts, Finger Food, Ice Cream, Cafe, Italian",4.1,Very Good,20,€,70,4,Esquilino - Termini,"Esquilino - Termini, Roma",Roma,00185,99,41.9024590000,12.4963940000,0,0
Quarto,Burger,4.1,Very Good,27,€,40,3,Prati,"Prati, Roma",Roma,00163,99,41.9057000000,12.4637916667,0,0
